"Crop","Season","State","Area","Production","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Other Kharif pulses","Kharif     ","Himachal Pradesh","1827","524","1108.3","306059.04","602.91","0.353333333"
"Peas & beans (Pulses)","Kharif     ","Himachal Pradesh","1295","1705","1108.3","216938.4","427.35","1.331666667"
"Potato","Kharif     ","Himachal Pradesh","6423","63593","1108.3","1075980.96","2119.59","11.144"
"Ragi","Kharif     ","Himachal Pradesh","2179","2446","1108.3","365026.08","719.07","0.892857143"
"Rice","Kharif     ","Himachal Pradesh","75043","108648","1108.3","12571203.36","24764.19","1.545454545"
"Sesamum","Kharif     ","Himachal Pradesh","2876","910","1108.3","481787.52","949.08","0.317777778"
"Small millets","Kharif     ","Himachal Pradesh","5342","3226","1108.3","894891.84","1762.86","0.748571429"
"Soyabean","Kharif     ","Himachal Pradesh","543","969","1108.3","90963.36","179.19","1.502857143"
"Turmeric","Kharif     ","Himachal Pradesh","197","98","1108.3","33001.44","65.01","0.52"
"Urad","Kharif     ","Himachal Pradesh","9664","6150","1108.3","1618913.28","3189.12","0.690909091"
"Arhar/Tur","Kharif     ","Madhya Pradesh","532260","334259","852.6","89164195.2","175645.8","0.56"
"Bajra","Kharif     ","Madhya Pradesh","199984","388169","852.6","33501319.68","65994.72","1.157333333"
"Barley","Kharif     ","Madhya Pradesh","76885","128552","852.6","12879775.2","25372.05","2.188421053"
"Castor seed","Kharif     ","Madhya Pradesh","1778","511","852.6","297850.56","586.74","0.258571429"
"Cotton(lint)","Kharif     ","Madhya Pradesh","616858","1153463","852.6","103336052.2","203563.14","1.800952381"
"Groundnut","Kharif     ","Madhya Pradesh","222520","369161","852.6","37276550.4","73431.6","1.360212766"
"Horse-gram","Kharif     ","Madhya Pradesh","18823","4475","852.6","3153228.96","6211.59","0.213333333"
"Jowar","Kharif     ","Madhya Pradesh","346104","533346","852.6","57979342.08","114214.32","1.389387755"
"Maize","Kharif     ","Madhya Pradesh","848894","1316635","852.6","142206722.9","280135.02","1.111428571"
"Mesta","Kharif     ","Madhya Pradesh","394","687","852.6","66002.88","130.02","1.508181818"
"Moong(Green Gram)","Kharif     ","Madhya Pradesh","79340","18025","852.6","13291036.8","26182.2","0.252244898"
"Niger seed","Kharif     ","Madhya Pradesh","88711","16074","852.6","14860866.72","29274.63","0.182352941"
"Other Kharif pulses","Kharif     ","Madhya Pradesh","10098","1568","852.6","1691616.96","3332.34","0.186756757"
"Ragi","Kharif     ","Madhya Pradesh","262","68","852.6","43890.24","86.46","0.13"
"Rice","Kharif     ","Madhya Pradesh","1693231","2273045","852.6","283650057.1","558766.23","1.400416667"
"Sannhamp","Kharif     ","Madhya Pradesh","3283","4400","852.6","549968.16","1083.39","1.528974359"
"Small millets","Kharif     ","Madhya Pradesh","256550","84814","852.6","42977256","84661.5","0.341470588"
"Soyabean","Kharif     ","Madhya Pradesh","5772461","6488246","852.6","967002666.7","1904912.13","0.946734694"
"Urad","Kharif     ","Madhya Pradesh","599209","162439","852.6","100379491.7","197738.97","0.2536"
"Arhar/Tur","Kharif     ","Maharashtra","1233100","870900","1174.095455","206568912","406923","0.639375"
"Bajra","Kharif     ","Maharashtra","838200","823300","1174.095455","140415264","276606","0.833809524"
"Castor seed","Kharif     ","Maharashtra","8100","3580","1174.095455","1356912","2673","0.445384615"
"Cotton(lint)","Kharif     ","Maharashtra","4166700","6820100","1174.095455","698005584","1375011","1.7416"
"Groundnut","Kharif     ","Maharashtra","237700","257140","1174.095455","39819504","78441","0.902307692"
"Jowar","Kharif     ","Maharashtra","895600","1341700","1174.095455","150030912","295548","1.426"
"Maize","Kharif     ","Maharashtra","736200","2126700","1174.095455","123328224","242946","2.101851852"
"Moong(Green Gram)","Kharif     ","Maharashtra","432700","253540","1174.095455","72485904","142791","0.5225"
"Niger seed","Kharif     ","Maharashtra","37400","11470","1174.095455","6265248","12342","0.277368421"
"Other Kharif pulses","Kharif     ","Maharashtra","87900","36110","1174.095455","14725008","29007","0.44483871"
"Ragi","Kharif     ","Maharashtra","130300","137800","1174.095455","21827856","42999","1.037272727"
"Rice","Kharif     ","Maharashtra","1516400","2784600","1174.095455","254027328","500412","1.319642857"
"Sesamum","Kharif     ","Maharashtra","42300","14210","1174.095455","7086096","13959","0.386451613"
"Small millets","Kharif     ","Maharashtra","58000","30260","1174.095455","9716160","19140","0.432"
"Soyabean","Kharif     ","Maharashtra","3010300","3969200","1174.095455","504285456","993399","1.484285714"
"Sunflower","Kharif     ","Maharashtra","41700","22750","1174.095455","6985584","13761","0.544736842"
"Urad","Kharif     ","Maharashtra","363900","249460","1174.095455","60960528","120087","0.616060606"
"Arhar/Tur","Kharif     ","Manipur","545","524","1533.561905","91298.4","179.85","0.968888889"
"Cowpea(Lobia)","Kharif     ","Manipur","899","980","1533.561905","150600.48","296.67","1.101111111"
"Ginger","Kharif     ","Manipur","2374","27538","1533.561905","397692.48","783.42","11.6"
"Groundnut","Kharif     ","Manipur","3355","2856","1533.561905","562029.6","1107.15","0.853333333"
"Maize","Kharif     ","Manipur","20000","35500","1533.561905","3350400","6600","1.696666667"
"Moong(Green Gram)","Kharif     ","Manipur","439","420","1533.561905","73541.28","144.87","0.971111111"
"Other Kharif pulses","Kharif     ","Manipur","1461","1623","1533.561905","244746.72","482.13","1.12"
"Rice","Kharif     ","Manipur","223670","591000","1533.561905","37469198.4","73811.1","2.34"
"Soyabean","Kharif     ","Manipur","5045","4504","1533.561905","845138.4","1664.85","0.891111111"
"Urad","Kharif     ","Manipur","1506","1650","1533.561905","252285.12","496.98","1.136666667"
"Arhar/Tur","Kharif     ","Mizoram","116","114","2439.340909","19432.32","38.28","0.9275"
"Cotton(lint)","Kharif     ","Mizoram","158","109","2439.340909","26468.16","52.14","0.63"
"Cowpea(Lobia)","Kharif     ","Mizoram","1387","1458","2439.340909","232350.24","457.71","0.96625"
"Maize","Kharif     ","Mizoram","6696","8130","2439.340909","1121713.92","2209.68","1.32"
"Other Kharif pulses","Kharif     ","Mizoram","593.7","609","2439.340909","99456.624","195.921","0.91125"
"Potato","Kharif     ","Mizoram","319","2335","2439.340909","53438.88","105.27","5.87"
"Rapeseed &Mustard","Kharif     ","Mizoram","10","4","2439.340909","1675.2","3.3","0.4"
"Rice","Kharif     ","Mizoram","12700","25304","2439.340909","2127504","4191","2.03125"
"Sesamum","Kharif     ","Mizoram","954","605","2439.340909","159814.08","314.82","0.5125"
"Soyabean","Kharif     ","Mizoram","1143.7","1433","2439.340909","191592.624","377.421","1.17125"
"Tapioca","Kharif     ","Mizoram","391","1294","2439.340909","65500.32","129.03","4.176666667"
"Arhar/Tur","Kharif     ","Nagaland","2520","2150","1544.354545","422150.4","831.6","0.829090909"
"Bajra","Kharif     ","Nagaland","650","560","1544.354545","108888","214.5","0.866363636"
"Castor seed","Kharif     ","Nagaland","280","190","1544.354545","46905.6","92.4","0.632222222"
"Cotton(lint)","Kharif     ","Nagaland","110","60","1544.354545","18427.2","36.3","0.53"
"Ginger","Kharif     ","Nagaland","3150","28720","1544.354545","527688","1039.5","9.116363636"
"Groundnut","Kharif     ","Nagaland","750","760","1544.354545","125640","247.5","1.008"
"Horse-gram","Kharif     ","Nagaland","330","330","1544.354545","55281.6","108.9","1.011818182"
"Jowar","Kharif     ","Nagaland","120","110","1544.354545","20102.4","39.6","0.934"
"Jute","Kharif     ","Nagaland","3040","5480","1544.354545","509260.8","1003.2","1.802"
"Maize","Kharif     ","Nagaland","63500","124460","1544.354545","10637520","20955","1.954545455"
"Mesta","Kharif     ","Nagaland","1580","3030","1544.354545","264681.6","521.4","1.879090909"
"Peas & beans (Pulses)","Kharif     ","Nagaland","2190","2730","1544.354545","366868.8","722.7","1.249"
"Ragi","Kharif     ","Nagaland","310","290","1544.354545","51931.2","102.3","0.962857143"
"Rice","Kharif     ","Nagaland","179050","376390","1544.354545","29994456","59086.5","2.049090909"
"Sesamum","Kharif     ","Nagaland","3500","2100","1544.354545","586320","1155","0.603636364"
"Small millets","Kharif     ","Nagaland","8510","8040","1544.354545","1425595.2","2808.3","0.888888889"
"Soyabean","Kharif     ","Nagaland","24510","30680","1544.354545","4105915.2","8088.3","1.237272727"
"Sugarcane","Kharif     ","Nagaland","4290","186670","1544.354545","718660.8","1415.7","43.49818182"
"Sunflower","Kharif     ","Nagaland","220","180","1544.354545","36854.4","72.6","0.736666667"
"Sweet potato","Kharif     ","Nagaland","1150","9710","1544.354545","192648","379.5","8.441818182"
"Tapioca","Kharif     ","Nagaland","1710","40210","1544.354545","286459.2","564.3","23.46909091"
"Urad","Kharif     ","Nagaland","220","210","1544.354545","36854.4","72.6","0.9875"
"Arhar/Tur","Kharif     ","Punjab","3100","2700","705.2","519312","1023","0.923"
"Bajra","Kharif     ","Punjab","3000","3000","705.2","502560","990","1"
"Cotton(lint)","Kharif     ","Punjab","515000","1621000","705.2","86272800","169950","3.010909091"
"Groundnut","Kharif     ","Punjab","1700","2900","705.2","284784","561","1.375"
"Guar seed","Kharif     ","Punjab","10200","8500","705.2","1708704","3366","0.833333333"
"Maize","Kharif     ","Punjab","126000","502000","705.2","21107520","41580","4.359090909"
"Moong(Green Gram)","Kharif     ","Punjab","6600","5600","705.2","1105632","2178","0.894545455"
"Rice","Kharif     ","Punjab","2818000","10542000","705.2","472071360","929940","3.7495"
"Sesamum","Kharif     ","Punjab","4800","1600","705.2","804096","1584","0.39"
"Urad","Kharif     ","Punjab","2800","1100","705.2","469056","924","0.4875"
"Arhar/Tur","Kharif     ","Tripura","1621","1212","2295.609091","271549.92","534.93","0.75"
"Cotton(lint)","Kharif     ","Tripura","949","1348","2295.609091","158976.48","313.17","1.4275"
"Groundnut","Kharif     ","Tripura","219","235","2295.609091","36686.88","72.27","1.085"
"Jute","Kharif     ","Tripura","639","5483","2295.609091","107045.28","210.87","8.57"
"Maize","Kharif     ","Tripura","3743","5058","2295.609091","627027.36","1235.19","1.3375"
"Mesta","Kharif     ","Tripura","628","5212","2295.609091","105202.56","207.24","8.2775"
"Moong(Green Gram)","Kharif     ","Tripura","462","247","2295.609091","77394.24","152.46","0.535"
"Other Kharif pulses","Kharif     ","Tripura","1950","1244","2295.609091","326664","643.5","0.63"
"Rice","Kharif     ","Tripura","265999","718304","2295.609091","44560152.48","87779.67","2.63"
"Sesamum","Kharif     ","Tripura","1942","1095","2295.609091","325323.84","640.86","0.5575"
"Urad","Kharif     ","Tripura","1151","711","2295.609091","192815.52","379.83","0.62"
"Arhar/Tur","Kharif     ","Uttar Pradesh","319506","333810","777.4","53523645.12","105436.98","0.977222222"
"Bajra","Kharif     ","Uttar Pradesh","887967","1632879","777.4","148752231.8","293029.11","1.59890625"
"Cotton(lint)","Kharif     ","Uttar Pradesh","3842","911","777.4","643611.84","1267.86","0.236"
"Dry chillies","Kharif     ","Uttar Pradesh","13284","11026","777.4","2225335.68","4383.72","0.838676471"
"Ginger","Kharif     ","Uttar Pradesh","847","2405","777.4","141889.44","279.51","2.91"
"Groundnut","Kharif     ","Uttar Pradesh","92243","92347","777.4","15452547.36","30440.19","1.040526316"
"Guar seed","Kharif     ","Uttar Pradesh","2352","1924","777.4","394007.04","776.16","0.812419355"
"Jowar","Kharif     ","Uttar Pradesh","192340","212514","777.4","32220796.8","63472.2","0.984827586"
"Maize","Kharif     ","Uttar Pradesh","745217","1232077","777.4","124838751.8","245921.61","1.535352113"
"Moong(Green Gram)","Kharif     ","Uttar Pradesh","38194","16182","777.4","6398258.88","12604.02","0.426923077"
"Rice","Kharif     ","Uttar Pradesh","5922643","13962896","777.4","992161155.4","1954472.19","2.294444444"
"Sannhamp","Kharif     ","Uttar Pradesh","2164","593","777.4","362513.28","714.12","0.255862069"
"Sesamum","Kharif     ","Uttar Pradesh","344914","74778","777.4","57779993.28","113821.62","0.212537313"
"Small millets","Kharif     ","Uttar Pradesh","8748","8097","777.4","1465464.96","2886.84","0.977826087"
"Soyabean","Kharif     ","Uttar Pradesh","17670","22123","777.4","2960078.4","5831.1","1.25"
"Sugarcane","Kharif     ","Uttar Pradesh","2162404","128818743","777.4","362245918.1","713593.32","55.13875"
"Sweet potato","Kharif     ","Uttar Pradesh","17395","226031","777.4","2914010.4","5740.35","12.99478261"
"Urad","Kharif     ","Uttar Pradesh","507317","339225","777.4","84985743.84","167414.61","0.659166667"
"Arhar/Tur","Kharif     ","Uttarakhand","2574","1740","1564.7","431196.48","849.42","0.636666667"
"Groundnut","Kharif     ","Uttarakhand","1214","1538","1564.7","203369.28","400.62","1.251666667"
"Horse-gram","Kharif     ","Uttarakhand","10016","8120","1564.7","1677880.32","3305.28","0.848181818"
"Maize","Kharif     ","Uttarakhand","25472","38284","1564.7","4267069.44","8405.76","1.37"
"Moth","Kharif     ","Uttarakhand","2","2","1564.7","335.04","0.66","1"
"Other Kharif pulses","Kharif     ","Uttarakhand","10189","8848","1564.7","1706861.28","3362.37","0.806363636"
"Potato","Kharif     ","Uttarakhand","7623","78490","1564.7","1277004.96","2515.59","9.606363636"
"Ragi","Kharif     ","Uttarakhand","114511","160034","1564.7","19182882.72","37788.63","1.467272727"
"Rice","Kharif     ","Uttarakhand","261319","544497","1564.7","43776158.88","86235.27","1.684615385"
"Sesamum","Kharif     ","Uttarakhand","1745","400","1564.7","292322.4","575.85","0.226153846"
"Small millets","Kharif     ","Uttarakhand","63943","79864","1564.7","10711731.36","21101.19","1.202727273"
"Soyabean","Kharif     ","Uttarakhand","9041","14414","1564.7","1514548.32","2983.53","1.133636364"
"Sunflower","Kharif     ","Uttarakhand","24","10","1564.7","4020.48","7.92","0.38"
"Urad","Kharif     ","Uttarakhand","11013","8941","1564.7","1844897.76","3634.29","0.696153846"
"Bajra","Kharif     ","West Bengal","59","22","1686.5","9883.68","19.47","0.37"
"Castor seed","Kharif     ","West Bengal","70","42","1686.5","11726.4","23.1","0.6"
"Cotton(lint)","Kharif     ","West Bengal","143","431","1686.5","23955.36","47.19","2.93"
"Horse-gram","Kharif     ","West Bengal","2046","984","1686.5","342745.92","675.18","0.525"
"Jowar","Kharif     ","West Bengal","23","6","1686.5","3852.96","7.59","0.26"
"Jute","Kharif     ","West Bengal","599027","8558607","1686.5","100349003","197678.91","15.07470588"
"Mesta","Kharif     ","West Bengal","5430","64429","1686.5","909633.6","1791.9","9.391111111"
"Moong(Green Gram)","Kharif     ","West Bengal","806","577","1686.5","135021.12","265.98","0.66625"
"Niger seed","Kharif     ","West Bengal","3569","2408","1686.5","597878.88","1177.77","0.545"
"Other Kharif pulses","Kharif     ","West Bengal","573","247","1686.5","95988.96","189.09","0.4425"
"Sannhamp","Kharif     ","West Bengal","703","2625","1686.5","117766.56","231.99","3.87625"
"Small millets","Kharif     ","West Bengal","1020","678","1686.5","170870.4","336.6","0.51"
"Soyabean","Kharif     ","West Bengal","581","474","1686.5","97329.12","191.73","0.72"
"Sunflower","Kharif     ","West Bengal","6812","7939","1686.5","1141146.24","2247.96","1.256875"
"Urad","Kharif     ","West Bengal","44606","27191","1686.5","7472397.12","14719.98","0.464117647"
"Arhar/Tur","Kharif     ","Bihar","22106","47119","924.1","3333584.8","6852.86","1.926216216"
"Bajra","Kharif     ","Bihar","4244","4838","924.1","639995.2","1315.64","1.141428571"
"Castor seed","Kharif     ","Bihar","100","96","924.1","15080","31","0.986666667"
"Groundnut","Kharif     ","Bihar","762","779","924.1","114909.6","236.22","1.01125"
"Horse-gram","Kharif     ","Bihar","8006","7752","924.1","1207304.8","2481.86","0.97375"
"Jowar","Kharif     ","Bihar","2631","2819","924.1","396754.8","815.61","1.084285714"
"Jute","Kharif     ","Bihar","123047","1490518","924.1","18555487.6","38144.57","13.43888889"
"Mesta","Kharif     ","Bihar","17612","40948","924.1","2655889.6","5459.72","2.432941176"
"Moong(Green Gram)","Kharif     ","Bihar","8835","7179","924.1","1332318","2738.85","0.695294118"
"Other Kharif pulses","Kharif     ","Bihar","2982","2416","924.1","449685.6","924.42","0.862"
"Ragi","Kharif     ","Bihar","7935","9371","924.1","1196598","2459.85","1.301785714"
"Sannhamp","Kharif     ","Bihar","1231","990","924.1","185634.8","381.61","0.806875"
"Sesamum","Kharif     ","Bihar","2208","1948","924.1","332966.4","684.48","0.906071429"
"Small millets","Kharif     ","Bihar","2886","2209","924.1","435208.8","894.66","0.76875"
"Urad","Kharif     ","Bihar","14057","12149","924.1","2119795.6","4357.67","0.903666667"
"Arhar/Tur","Kharif     ","Chhattisgarh","51851","31007","1366.8","7819130.8","16073.81","0.568888889"
"Bajra","Kharif     ","Chhattisgarh","373","158","1366.8","56248.4","115.63","0.606666667"
"Castor seed","Kharif     ","Chhattisgarh","90","30","1366.8","13572","27.9","0.376"
"Cotton(lint)","Kharif     ","Chhattisgarh","131","138","1366.8","19754.8","40.61","1.154"
"Groundnut","Kharif     ","Chhattisgarh","29397","40504","1366.8","4433067.6","9113.07","1.467826087"
"Horse-gram","Kharif     ","Chhattisgarh","46068","14340","1366.8","6947054.4","14281.08","0.3325"
